gene,coef_Intercept,coef_diagnosis,coef_age,pval_Intercept,pval_diagnosis,pval_age
'ENCODE_ID_105378964',4.864689683915726,-0.25871875184855253,0.010494084675628441,5.639179346403309e-23,0.10949937265210238,0.02680156933960976
'ENCODE_ID_108',9.27765513593629,-0.2786110962459239,-0.011715159087216981,1.7556680175060967e-36,0.06723147290860781,0.009083577043475587
'ENCODE_ID_285671',7.616114999870005,0.5158483784187025,0.012813820251046888,5.292749369486378e-29,0.006038657534315441,0.017281762196959007
'ENCODE_ID_114899',6.991380883755033,-0.43656545128512775,-0.009651376200615942,1.7775678793050562e-33,0.0016335684953585334,0.01397677184019721
'ENCODE_ID_105379010',6.437284381028466,0.2347251299941242,0.016187763097868627,3.140341135485282e-23,0.2623686439365469,0.009535524797611354
'ENCODE_ID_105379014',4.898689350606455,0.09359682951216242,0.014886009622056953,4.854974675072523e-21,0.6018055743708548,0.005865042515504459
'ENCODE_ID_10283',7.689974971759387,0.05740693424552323,0.00770086347907499,7.10804013584607e-37,0.6369429282316553,0.03263248104340384
'ENCODE_ID_105379013',5.743588968656175,0.20376184592879387,0.01695603793719984,1.756607027984635e-23,0.26871149680966944,0.002341435995232689
'ENCODE_ID_105379011',6.481375304380418,0.1351910014118689,0.015552028358608866,4.2947784003381155e-24,0.4994248883425719,0.009479044714036525
'ENCODE_ID_79810',6.797294589252015,0.11610609243303294,0.008059998740235217,4.3337535895360636e-36,0.30153133545377003,0.015754299788985345
'ENCODE_ID_105379015',5.212227563060242,-0.06395021909579629,0.010757275844898048,8.295358509810924e-23,0.7109378131375973,0.035351734023352344
'ENCODE_ID_23107',6.87366043471572,-0.28840105837874325,-0.014167583824049128,3.157748313942624e-28,0.09382699676413833,0.005620477373690644
'ENCODE_ID_105379052',4.870223590985942,-0.11160802081687743,0.013059897370278708,1.6804311980168224e-18,0.5898424837337887,0.03319009211558034
'ENCODE_ID_728780',5.0457152669672665,-0.05258954886603773,0.011351781569036339,1.0329393409802408e-22,0.7541192605376962,0.02305325908110216
'ENCODE_ID_645323',8.92641825485102,-0.16599820595732395,-0.00886409814815492,1.3074148343075366e-39,0.1808811881007531,0.01574289802984428
'ENCODE_ID_64167',5.319303372533954,0.03641274739395495,0.01006440978544885,9.929563888967825e-25,0.8180867048907259,0.032107903849550805
'ENCODE_ID_1462',7.975993789074529,-0.42566473637236063,-0.020974381735960716,7.1027256107255255e-25,0.0755004184834137,0.0033188968592644604
'ENCODE_ID_105379170',7.480256283995331,0.26347014630248033,0.012285496926770596,3.248113604732544e-30,0.11777659763411519,0.013504909414190028
'ENCODE_ID_23305',9.955155415831264,0.004666023973285971,-0.008603528229457005,3.138285992079597e-43,0.9674512552826641,0.012007586735652085
'ENCODE_ID_9315',8.705485785074503,-0.21737023005183803,-0.0158548962617538,8.857234689174015e-32,0.22666842920098956,0.003386437585354843
'ENCODE_ID_1946',7.703187182093312,-0.04654623852088935,0.012135959543612872,7.84229935844599e-34,0.7432990564127817,0.004712118015835394
'ENCODE_ID_171019',7.849100154295376,0.10535642950076862,-0.009534475295141856,2.3167106884885004e-37,0.3857767674952701,0.00872160901066609
'ENCODE_ID_9547',8.081450284564637,0.06654758910903286,-0.017945757945801367,9.217255353660814e-31,0.7032465846755067,0.0008337921643824482
'ENCODE_ID_153328',5.948949559137996,-0.20161847538822766,-0.011602651842890365,1.5101949746516316e-24,0.2626185597605203,0.028882442037382668
