gene,coef_Intercept,coef_diagnosis,coef_age,coef_Hemisphere_Var,pval_Intercept,pval_diagnosis,pval_age,pval_Hemisphere_Var
'ENCODE_ID_7482',7.037678135551855,0.14549905831830445,0.01119037536779434,0.022609585894805582,1.2740422390405135e-169,0.3145461398521431,0.009861959270350775,0.8145821370075816
'ENCODE_ID_2787',1.0459726218723052e-17,-0.03660016112011065,0.010112738078137106,0.0,nan,0.7984350859763415,0.016943777277937503,nan
'ENCODE_ID_654790',6.505780201608755,-0.12876199366354635,-0.013878652442452613,0.027760130342590755,5.231894706208746e-77,0.5142442537524621,0.02074886661433321,0.8572800093365495
'ENCODE_ID_343263',4.550208139016936e-17,-0.15670396545899745,0.01528323854467852,0.0,nan,0.26239265416719615,0.00021629464008418407,nan
'ENCODE_ID_55811',6.029105215869979,-0.2650464857627013,0.013696073154376992,1.3553465412274605e-06,2.0286342186145677e-61,0.22516318249218126,0.028249843948991524,nan
'ENCODE_ID_112268235',5.144261083151779e-17,-0.1769773085486121,0.015164619360550365,0.0,nan,0.37761107298244645,0.010511028286295594,nan
'ENCODE_ID_84950',7.773320445679338,0.2145657878465149,0.008660026884994839,5.961514814989105e-07,1.332355047406155e-293,0.08945568758347225,0.017878328004788776,nan
'ENCODE_ID_255631',1.2577472351754858e-16,-0.4278708433673914,-0.018068219934651204,0.0,nan,0.08058692035281471,0.012522971853674706,nan
'ENCODE_ID_9181',8.848495123766945,-0.2620738815519388,-0.012896691646337154,8.018298940816252e-07,1.9134445863356152e-233,0.10512591197810359,0.005705762655471246,nan
'ENCODE_ID_57489',8.837350046560836,0.3866737285329536,0.010530237759978906,0.024085188285723324,7.203120697683806e-254,0.008883440838408908,0.01771516002042173,0.8237046628202794
'ENCODE_ID_149483',4.919548650999837,-0.30041915221849896,0.01020057928122229,0.024546556834470556,1.5656500807977898e-69,0.058356655501751196,0.03257615247178658,0.8270158234300615
'ENCODE_ID_55733',-1.185145392379174e-17,0.039427392559146,0.011861797475571504,0.0,nan,0.8153710176319963,0.017434549313604514,nan
'ENCODE_ID_6566',5.664150766474756,0.09416003260913555,0.01235342653585039,7.138218546682146e-07,5.775516137745397e-90,0.5746895399741597,0.010824029817456005,nan
'ENCODE_ID_1378',3.8237615944543704,0.043909915010621324,0.007807725475214791,1.5913610837687407e-06,2.8342919431997534e-135,0.6362193325712862,0.0030835431854205407,nan
'ENCODE_ID_105371630',5.679256034814662,0.20488760360389874,0.011563890938886377,6.498069102587539e-07,5.5863640333237207e-95,0.21032020658566986,0.014495220070783316,nan
'ENCODE_ID_1301',10.466688344343634,-0.25410184754333903,-0.013750564170196813,1.431877807104368e-06,1.5325932993754e-206,0.21451229943398142,0.018534838026952008,nan
'ENCODE_ID_339479',1.584376840088781e-17,-0.053448817964257656,-0.007411516982788024,0.0,nan,0.6117851399298122,0.01723261877907622,nan
